YYYY-MM-DD	HHMM (LST)	Time	Value		ETR (Whm^2)
3302010	2100	2132	0		
3302010	2200	2133	0		
3302010	2300	2134	0		
3302010	240000	2135	0		
3312010	100	2136	0		
3312010	200	2137	0		
3312010	300	2138	0		
3312010	400	2139	0		
3312010	500	2140	0		
3312010	600	2141	7		
3312010	700	2142	192		
3312010	800	2143	455		
3312010	900	2144	693		
3312010	1000	2145	888		
3312010	1100	2146	1028		
3312010	1200	2147	1102		
3312010	1300	2148	1105		
3312010	1400	2149	1038		
3312010	1500	2150	904		
3312010	1600	2151	714		
3312010	1700	2152	480		
3312010	1800	2153	219		
3312010	1900	2154	14		
3312010	2000	2155	0		
3312010	2100	2156	0		
3312010	2200	2157	0		
3312010	2300	2158	0		
3312010	240000	2159	0		
412010	100	2160	0		
412010	200	2161	0		
412010	300	2162	0		
412010	400	2163	0		
412010	500	2164	0		
412010	600	2165	8		
412010	700	2166	199		
412010	800	2167	461		
412010	900	2168	699		
412010	1000	2169	894		
412010	1100	2170	1033		
412010	1200	2171	1106		
412010	1300	2172	1110		
412010	1400	2173	1042		
412010	1500	2174	908		
412010	1600	2175	718		
412010	1700	2176	484		
412010	1800	2177	223		
412010	1900	2178	16		
412010	2000	2179	0		
412010	2100	2180	0		
412010	2200	2181	0		
412010	2300	2182	0		
412010	240000	2183	0		
422010	100	2184	0		
422010	200	2185	0		
422010	300	2186	0		
422010	400	2187	0		
422010	500	2188	0		
422010	600	2189	10		
422010	700	2190	206		
422010	800	2191	468		
422010	900	2192	705		
422010	1000	2193	900		
422010	1100	2194	1038		
422010	1200	2195	1111		
422010	1300	2196	1114		
422010	1400	2197	1046		
422010	1500	2198	912		
422010	1600	2199	722		
422010	1700	2200	488		
422010	1800	2201	227		
422010	1900	2202	17		
422010	2000	2203	0		
422010	2100	2204	0		
422010	2200	2205	0		
422010	2300	2206	0		
422010	240000	2207	0		
432010	100	2208	0		
432010	200	2209	0		
432010	300	2210	0		
432010	400	2211	0		
432010	500	2212	0		
432010	600	2213	12		
432010	700	2214	213		
432010	800	2215	475		
432010	900	2216	711		
432010	1000	2217	905		
432010	1100	2218	1043		
432010	1200	2219	1116		
432010	1300	2220	1118		
432010	1400	2221	1050		
432010	1500	2222	916		
432010	1600	2223	726		
432010	1700	2224	492		
432010	1800	2225	231		
432010	1900	2226	19		
432010	2000	2227	0		
432010	2100	2228	0		
432010	2200	2229	0		
432010	2300	2230	0		
432010	240000	2231	0		
442010	100	2232	0		
442010	200	2233	0		
442010	300	2234	0		
442010	400	2235	0		
442010	500	2236	0		
442010	600	2237	14		
442010	700	2238	219		
442010	800	2239	481		
442010	900	2240	717		
442010	1000	2241	911		
442010	1100	2242	1048		
442010	1200	2243	1121		
442010	1300	2244	1123		
442010	1400	2245	1054		
442010	1500	2246	920		
442010	1600	2247	730		
442010	1700	2248	496		
442010	1800	2249	236		
442010	1900	2250	20		
442010	2000	2251	0		
442010	2100	2252	0		
442010	2200	2253	0		
442010	2300	2254	0		
442010	240000	2255	0		
452010	100	2256	0		
452010	200	2257	0		
452010	300	2258	0		
452010	400	2259	0		
452010	500	2260	0		
452010	600	2261	17		
452010	700	2262	226		
452010	800	2263	487		
452010	900	2264	723		
452010	1000	2265	916		
452010	1100	2266	1053		
452010	1200	2267	1125		
452010	1300	2268	1127		
452010	1400	2269	1058		
452010	1500	2270	924		
452010	1600	2271	734		
452010	1700	2272	500		
452010	1800	2273	240		
452010	1900	2274	22		
452010	2000	2275	0		
452010	2100	2276	0		
452010	2200	2277	0		
452010	2300	2278	0		
452010	240000	2279	0		
462010	100	2280	0		
462010	200	2281	0		
462010	300	2282	0		
462010	400	2283	0		
462010	500	2284	0		
462010	600	2285	19		
462010	700	2286	233		
462010	800	2287	494		
462010	900	2288	729		
462010	1000	2289	922		
462010	1100	2290	1058		
462010	1200	2291	1130		
462010	1300	2292	1131		
462010	1400	2293	1062		
462010	1500	2294	928		
462010	1600	2295	737		
462010	1700	2296	504		
462010	1800	2297	244		
462010	1900	2298	24		
462010	2000	2299	0		
462010	2100	2300	0		
462010	2200	2301	0		
462010	2300	2302	0		
462010	240000	2303	0		
472010	100	2304	0		
472010	200	2305	0		
472010	300	2306	0		
472010	400	2307	0		
472010	500	2308	0		
472010	600	2309	22		
472010	700	2310	239		
472010	800	2311	500		
472010	900	2312	735		
472010	1000	2313	927		
472010	1100	2314	1063		
472010	1200	2315	1134		
472010	1300	2316	1135		
472010	1400	2317	1066		
472010	1500	2318	932		
472010	1600	2319	741		
472010	1700	2320	508		
472010	1800	2321	248		
472010	1900	2322	26		
472010	2000	2323	0		
472010	2100	2324	0		
472010	2200	2325	0		
472010	2300	2326	0		
472010	240000	2327	0		
482010	100	2328	0		
482010	200	2329	0		
482010	300	2330	0		
482010	400	2331	0		
482010	500	2332	0		
482010	600	2333	25		
482010	700	2334	246		
482010	800	2335	506		
482010	900	2336	741		
482010	1000	2337	932		
482010	1100	2338	1068		
482010	1200	2339	1138		
482010	1300	2340	1139		
482010	1400	2341	1070		
482010	1500	2342	935		
482010	1600	2343	745		
482010	1700	2344	512		
482010	1800	2345	252		
482010	1900	2346	27		
482010	2000	2347	0		
482010	2100	2348	0		
482010	2200	2349	0		
482010	2300	2350	0		
482010	240000	2351	0		
492010	100	2352	0		
492010	200	2353	0		
492010	300	2354	0		
492010	400	2355	0		
492010	500	2356	0		
492010	600	2357	28		
492010	700	2358	253		
492010	800	2359	512		
492010	900	2360	746		
492010	1000	2361	937		
492010	1100	2362	1072		
492010	1200	2363	1143		
492010	1300	2364	1143		
492010	1400	2365	1073		
492010	1500	2366	939		
492010	1600	2367	749		
492010	1700	2368	515		
492010	1800	2369	256		
492010	1900	2370	29		
492010	2000	2371	0		
492010	2100	2372	0		
492010	2200	2373	0		
492010	2300	2374	0		
492010	240000	2375	0		
4102010	100	2376	0		
4102010	200	2377	0		
4102010	300	2378	0		
4102010	400	2379	0		
4102010	500	2380	0		
4102010	600	2381	31		
4102010	700	2382	259		
4102010	800	2383	518		
4102010	900	2384	752		
4102010	1000	2385	942		
4102010	1100	2386	1077		
4102010	1200	2387	1147		
4102010	1300	2388	1147		
4102010	1400	2389	1077		
4102010	1500	2390	942		
4102010	1600	2391	752		
4102010	1700	2392	519		
4102010	1800	2393	260		
4102010	1900	2394	31		
4102010	2000	2395	0		
4102010	2100	2396	0		
4102010	2200	2397	0		
4102010	2300	2398	0		
4102010	240000	2399	0		
4112010	100	2400	0		
4112010	200	2401	0		
4112010	300	2402	0		
4112010	400	2403	0		
4112010	500	2404	0		
4112010	600	2405	34		
4112010	700	2406	265		
4112010	800	2407	524		
4112010	900	2408	757		
4112010	1000	2409	947		
4112010	1100	2410	1081		
4112010	1200	2411	1151		
4112010	1300	2412	1150		
4112010	1400	2413	1081		
4112010	1500	2414	946		
4112010	1600	2415	756		
4112010	1700	2416	523		
4112010	1800	2417	264		
4112010	1900	2418	34		
4112010	2000	2419	0		
4112010	2100	2420	0		
4112010	2200	2421	0		
4112010	2300	2422	0		
4112010	240000	2423	0		
4122010	100	2424	0		
4122010	200	2425	0		
4122010	300	2426	0		
4122010	400	2427	0		
4122010	500	2428	0		
4122010	600	2429	37		
4122010	700	2430	272		
4122010	800	2431	530		
4122010	900	2432	762		
4122010	1000	2433	952		
4122010	1100	2434	1086		
4122010	1200	2435	1155		
4122010	1300	2436	1154		
4122010	1400	2437	1084		
4122010	1500	2438	949		
4122010	1600	2439	759		
4122010	1700	2440	527		
4122010	1800	2441	268		
4122010	1900	2442	36		
4122010	2000	2443	0		
4122010	2100	2444	0		
4122010	2200	2445	0		
4122010	2300	2446	0		
4122010	240000	2447	0		
4132010	100	2448	0		
4132010	200	2449	0		
4132010	300	2450	0		
4132010	400	2451	0		
4132010	500	2452	0		
4132010	600	2453	41		
4132010	700	2454	278		
4132010	800	2455	536		
4132010	900	2456	768		
4132010	1000	2457	957		
4132010	1100	2458	1090		
4132010	1200	2459	1159		
4132010	1300	2460	1158		
4132010	1400	2461	1087		
4132010	1500	2462	953		
4132010	1600	2463	763		
4132010	1700	2464	530		
4132010	1800	2465	272		
4132010	1900	2466	38		
4132010	2000	2467	0		
4132010	2100	2468	0		
4132010	2200	2469	0		
4132010	2300	2470	0		
4132010	240000	2471	0		
4142010	100	2472	0		
4142010	200	2473	0		
4142010	300	2474	0		
4142010	400	2475	0		
4142010	500	2476	0		
4142010	600	2477	44		
4142010	700	2478	284		
4142010	800	2479	542		
4142010	900	2480	773		
4142010	1000	2481	961		
4142010	1100	2482	1094		
4142010	1200	2483	1162		
4142010	1300	2484	1161		
4142010	1400	2485	1091		
4142010	1500	2486	956		
4142010	1600	2487	766		
4142010	1700	2488	534		
4142010	1800	2489	276		
4142010	1900	2490	40		
4142010	2000	2491	0		
4142010	2100	2492	0		
4142010	2200	2493	0		
4142010	2300	2494	0		
4142010	240000	2495	0		
4152010	100	2496	0		
4152010	200	2497	0		
4152010	300	2498	0		
4152010	400	2499	0		
4152010	500	2500	0		
4152010	600	2501	48		
4152010	700	2502	290		
4152010	800	2503	547		
4152010	900	2504	778		
4152010	1000	2505	966		
4152010	1100	2506	1098		
4152010	1200	2507	1166		
4152010	1300	2508	1165		
4152010	1400	2509	1094		
4152010	1500	2510	959		
4152010	1600	2511	769		
4152010	1700	2512	538		
4152010	1800	2513	280		
4152010	1900	2514	43		
4152010	2000	2515	0		
4152010	2100	2516	0		
4152010	2200	2517	0		
4152010	2300	2518	0		
4152010	240000	2519	0		
4162010	100	2520	0		
4162010	200	2521	0		
4162010	300	2522	0		
4162010	400	2523	0		
4162010	500	2524	0		
4162010	600	2525	52		
4162010	700	2526	296		
4162010	800	2527	553		
4162010	900	2528	783		
4162010	1000	2529	970		
4162010	1100	2530	1102		
4162010	1200	2531	1170		
4162010	1300	2532	1168		
4162010	1400	2533	1097		
4162010	1500	2534	962		
4162010	1600	2535	773		
4162010	1700	2536	541		
4162010	1800	2537	284		
4162010	1900	2538	45		
4162010	2000	2539	0		
4162010	2100	2540	0		
4162010	2200	2541	0		
4162010	2300	2542	0		
4162010	240000	2543	0		
4172010	100	2544	0		
4172010	200	2545	0		
4172010	300	2546	0		
4172010	400	2547	0		
4172010	500	2548	0		
4172010	600	2549	56		
4172010	700	2550	302		
4172010	800	2551	558		
4172010	900	2552	788		
4172010	1000	2553	975		
4172010	1100	2554	1106		
4172010	1200	2555	1173		
4172010	1300	2556	1171		
4172010	1400	2557	1100		
4172010	1500	2558	966		
4172010	1600	2559	776		
4172010	1700	2560	545		
4172010	1800	2561	288		
4172010	1900	2562	47		
4172010	2000	2563	0		
4172010	2100	2564	0		
4172010	2200	2565	0		
4172010	2300	2566	0		
4172010	240000	2567	0		
4182010	100	2568	0		
4182010	200	2569	0		
4182010	300	2570	0		
4182010	400	2571	0		
4182010	500	2572	0		
4182010	600	2573	60		
4182010	700	2574	308		
4182010	800	2575	564		
4182010	900	2576	793		
4182010	1000	2577	979		
4182010	1100	2578	1110		
4182010	1200	2579	1177		
4182010	1300	2580	1175		
4182010	1400	2581	1104		
4182010	1500	2582	969		
4182010	1600	2583	779		
4182010	1700	2584	548		
4182010	1800	2585	292		
4182010	1900	2586	50		
4182010	2000	2587	0		
4182010	2100	2588	0		
4182010	2200	2589	0		
4182010	2300	2590	0		
4182010	240000	2591	0		
4192010	100	2592	0		
4192010	200	2593	0		
4192010	300	2594	0		
4192010	400	2595	0		
4192010	500	2596	0		
4192010	600	2597	64		
4192010	700	2598	314		
4192010	800	2599	569		
4192010	900	2600	797		
4192010	1000	2601	983		
4192010	1100	2602	1114		
4192010	1200	2603	1180		
4192010	1300	2604	1178		
4192010	1400	2605	1107		
4192010	1500	2606	972		
4192010	1600	2607	782		
4192010	1700	2608	552		
4192010	1800	2609	296		
4192010	1900	2610	53		
4192010	2000	2611	0		
4192010	2100	2612	0		
4192010	2200	2613	0		
4192010	2300	2614	0		
4192010	240000	2615	0		
4202010	100	2616	0		
4202010	200	2617	0		
4202010	300	2618	0		
4202010	400	2619	0		
4202010	500	2620	0		
4202010	600	2621	68		
4202010	700	2622	319		
4202010	800	2623	574		
4202010	900	2624	802		
4202010	1000	2625	987		
4202010	1100	2626	1118		
4202010	1200	2627	1183		
4202010	1300	2628	1181		
4202010	1400	2629	1110		
4202010	1500	2630	975		
4202010	1600	2631	786		
4202010	1700	2632	555		
4202010	1800	2633	300		
4202010	1900	2634	55		
4202010	2000	2635	0		
4202010	2100	2636	0		
4202010	2200	2637	0		
4202010	2300	2638	0		
4202010	240000	2639	0		
4212010	100	2640	0		
4212010	200	2641	0		
4212010	300	2642	0		
4212010	400	2643	0		
4212010	500	2644	0		
4212010	600	2645	73		
4212010	700	2646	325		
4212010	800	2647	579		
4212010	900	2648	807		
4212010	1000	2649	992		
4212010	1100	2650	1121		
4212010	1200	2651	1187		
4212010	1300	2652	1184		
4212010	1400	2653	1112		
4212010	1500	2654	978		
4212010	1600	2655	789		
4212010	1700	2656	559		
4212010	1800	2657	303		
4212010	1900	2658	58		
4212010	2000	2659	0		
4212010	2100	2660	0		
4212010	2200	2661	0		
4212010	2300	2662	0		
4212010	240000	2663	0		
4222010	100	2664	0		
4222010	200	2665	0		
4222010	300	2666	0		
4222010	400	2667	0		
4222010	500	2668	0		
4222010	600	2669	77		
4222010	700	2670	330		
4222010	800	2671	584		
4222010	900	2672	811		
4222010	1000	2673	995		
4222010	1100	2674	1125		
4222010	1200	2675	1190		
4222010	1300	2676	1187		
4222010	1400	2677	1115		
4222010	1500	2678	981		
4222010	1600	2679	792		
4222010	1700	2680	562		
4222010	1800	2681	307		
4222010	1900	2682	61		
4222010	2000	2683	0		
4222010	2100	2684	0		
4222010	2200	2685	0		
4222010	2300	2686	0		
4222010	240000	2687	0		
4232010	100	2688	0		
4232010	200	2689	0		
4232010	300	2690	0		
4232010	400	2691	0		
4232010	500	2692	0		
4232010	600	2693	81		
4232010	700	2694	336		
4232010	800	2695	589		
4232010	900	2696	815		
4232010	1000	2697	999		
4232010	1100	2698	1128		
4232010	1200	2699	1193		
4232010	1300	2700	1189		
4232010	1400	2701	1118		
4232010	1500	2702	983		
4232010	1600	2703	795		
4232010	1700	2704	565		
4232010	1800	2705	311		
4232010	1900	2706	63		
4232010	2000	2707	0		
4232010	2100	2708	0		
4232010	2200	2709	0		
4232010	2300	2710	0		
4232010	240000	2711	0		
4242010	100	2712	0		
4242010	200	2713	0		
4242010	300	2714	0		
4242010	400	2715	0		
4242010	500	2716	0		
4242010	600	2717	86		
4242010	700	2718	341		
4242010	800	2719	594		
4242010	900	2720	820		
4242010	1000	2721	1003		
4242010	1100	2722	1131		
4242010	1200	2723	1196		
4242010	1300	2724	1192		
4242010	1400	2725	1121		
4242010	1500	2726	986		
4242010	1600	2727	798		
4242010	1700	2728	569		
4242010	1800	2729	315		
4242010	1900	2730	66		
4242010	2000	2731	0		
4242010	2100	2732	0		
4242010	2200	2733	0		
4242010	2300	2734	0		
4242010	240000	2735	0		
4252010	100	2736	0		
4252010	200	2737	0		
4252010	300	2738	0		
4252010	400	2739	0		
4252010	500	2740	0		
4252010	600	2741	91		
4252010	700	2742	346		
4252010	800	2743	598		
4252010	900	2744	824		
4252010	1000	2745	1007		
4252010	1100	2746	1135		
4252010	1200	2747	1199		
4252010	1300	2748	1195		
4252010	1400	2749	1123		
4252010	1500	2750	989		
4252010	1600	2751	801		
4252010	1700	2752	572		
4252010	1800	2753	318		
4252010	1900	2754	69		
4252010	2000	2755	0		
4252010	2100	2756	0		
4252010	2200	2757	0		
4252010	2300	2758	0		
4252010	240000	2759	0		
4262010	100	2760	0		
4262010	200	2761	0		
4262010	300	2762	0		
4262010	400	2763	0		
4262010	500	2764	0		
4262010	600	2765	95		
4262010	700	2766	351		
4262010	800	2767	603		
4262010	900	2768	828		
4262010	1000	2769	1010		
4262010	1100	2770	1138		
4262010	1200	2771	1202		
4262010	1300	2772	1198		
4262010	1400	2773	1126		
4262010	1500	2774	992		
4262010	1600	2775	804		
4262010	1700	2776	575		
4262010	1800	2777	322		
4262010	1900	2778	72		
4262010	2000	2779	0		
4262010	2100	2780	0		
4262010	2200	2781	0		
4262010	2300	2782	0		
4262010	240000	2783	0		
4272010	100	2784	0		
4272010	200	2785	0		
4272010	300	2786	0		
4272010	400	2787	0		
4272010	500	2788	0		
4272010	600	2789	100		
4272010	700	2790	356		
4272010	800	2791	607		
4272010	900	2792	832		
4272010	1000	2793	1014		
4272010	1100	2794	1141		
4272010	1200	2795	1204		
4272010	1300	2796	1200		
4272010	1400	2797	1128		
4272010	1500	2798	994		
4272010	1600	2799	806		
4272010	1700	2800	578		
4272010	1800	2801	325		
4272010	1900	2802	75		
4272010	2000	2803	0		
4272010	2100	2804	0		
4272010	2200	2805	0		
4272010	2300	2806	0		
4272010	240000	2807	0		
4282010	100	2808	0		
4282010	200	2809	0		
4282010	300	2810	0		
4282010	400	2811	0		
4282010	500	2812	0		
4282010	600	2813	105		
4282010	700	2814	361		
4282010	800	2815	612		
4282010	900	2816	835		
4282010	1000	2817	1017		
4282010	1100	2818	1144		
4282010	1200	2819	1207		
4282010	1300	2820	1203		
4282010	1400	2821	1131		
4282010	1500	2822	997		
4282010	1600	2823	809		
4282010	1700	2824	581		
4282010	1800	2825	329		
4282010	1900	2826	78		
4282010	2000	2827	0		
4282010	2100	2828	0		
4282010	2200	2829	0		
4282010	2300	2830	0		
4282010	240000	2831	0		
4292010	100	2832	0		
4292010	200	2833	0		
4292010	300	2834	0		
4292010	400	2835	0		
4292010	500	2836	0		
4292010	600	2837	109		
4292010	700	2838	366		
4292010	800	2839	616		
4292010	900	2840	839		
4292010	1000	2841	1020		
4292010	1100	2842	1146		
4292010	1200	2843	1210		
4292010	1300	2844	1205		
4292010	1400	2845	1133		
4292010	1500	2846	999		
4292010	1600	2847	812		
4292010	1700	2848	585		
4292010	1800	2849	333		
4292010	1900	2850	82		
4292010	2000	2851	0		
4292010	2100	2852	0		
4292010	2200	2853	0		
4292010	2300	2854	0		
4292010	240000	2855	0		
4302010	100	2856	0		
4302010	200	2857	0		
4302010	300	2858	0		
4302010	400	2859	0		
4302010	500	2860	0		
4302010	600	2861	114		
4302010	700	2862	370		
4302010	800	2863	620		
4302010	900	2864	843		
4302010	1000	2865	1023		
4302010	1100	2866	1149		
4302010	1200	2867	1212		
4302010	1300	2868	1207		
4302010	1400	2869	1136		
4302010	1500	2870	1002		
4302010	1600	2871	815		
4302010	1700	2872	588		
4302010	1800	2873	336		
4302010	1900	2874	85		
4302010	2000	2875	0		
4302010	2100	2876	0		
4302010	2200	2877	0		
4302010	2300	2878	0		
4302010	240000	2879	0		
512010	100	2880	0		
512010	200	2881	0		
512010	300	2882	0		
512010	400	2883	0		
512010	500	2884	0		
512010	600	2885	119		
512010	700	2886	375		
512010	800	2887	624		
512010	900	2888	846		
512010	1000	2889	1026		
512010	1100	2890	1152		
512010	1200	2891	1214		
512010	1300	2892	1210		
512010	1400	2893	1138		
512010	1500	2894	1004		
512010	1600	2895	817		
512010	1700	2896	591		
512010	1800	2897	340		
512010	1900	2898	88		
512010	2000	2899	0		
512010	2100	2900	0		
512010	2200	2901	0		
512010	2300	2902	0		
512010	240000	2903	0		
522010	100	2904	0		
522010	200	2905	0		
522010	300	2906	0		
522010	400	2907	0		
522010	500	2908	0		
522010	600	2909	123		
522010	700	2910	379		
522010	800	2911	628		
522010	900	2912	850		
522010	1000	2913	1029		
522010	1100	2914	1155		
522010	1200	2915	1217		
522010	1300	2916	1212		
522010	1400	2917	1140		
522010	1500	2918	1007		
522010	1600	2919	820		
522010	1700	2920	594		
522010	1800	2921	343		
522010	1900	2922	91		
522010	2000	2923	0		
522010	2100	2924	0		
522010	2200	2925	0		
522010	2300	2926	0		
522010	240000	2927	0		
532010	100	2928	0		
532010	200	2929	0		
532010	300	2930	0		
532010	400	2931	0		
532010	500	2932	0		
532010	600	2933	128		
532010	700	2934	384		
532010	800	2935	632		
532010	900	2936	853		
532010	1000	2937	1032		
532010	1100	2938	1157		
532010	1200	2939	1219		
532010	1300	2940	1214		
532010	1400	2941	1142		
532010	1500	2942	1009		
532010	1600	2943	823		
532010	1700	2944	597		
532010	1800	2945	347		
532010	1900	2946	94		
532010	2000	2947	0		
532010	2100	2948	0		
532010	2200	2949	0		
532010	2300	2950	0		
532010	240000	2951	0		
542010	100	2952	0		
542010	200	2953	0		
542010	300	2954	0		
542010	400	2955	0		
542010	500	2956	0		
542010	600	2957	133		
542010	700	2958	388		
542010	800	2959	635		
542010	900	2960	856		
542010	1000	2961	1035		
542010	1100	2962	1159		
542010	1200	2963	1221		
542010	1300	2964	1216		
542010	1400	2965	1145		
542010	1500	2966	1011		
542010	1600	2967	825		
542010	1700	2968	600		
542010	1800	2969	350		
542010	1900	2970	98		
542010	2000	2971	0		
542010	2100	2972	0		
542010	2200	2973	0		
542010	2300	2974	0		
542010	240000	2975	0		
552010	100	2976	0		
552010	200	2977	0		
552010	300	2978	0		
552010	400	2979	0		
552010	500	2980	1		
552010	600	2981	137		
552010	700	2982	392		
552010	800	2983	639		
552010	900	2984	859		
552010	1000	2985	1038		
552010	1100	2986	1162		
552010	1200	2987	1223		
552010	1300	2988	1218		
552010	1400	2989	1147		
552010	1500	2990	1013		
552010	1600	2991	828		
552010	1700	2992	603		
552010	1800	2993	353		
552010	1900	2994	101		
552010	2000	2995	0		
552010	2100	2996	0		
552010	2200	2997	0		
552010	2300	2998	0		
552010	240000	2999	0		
562010	100	3000	0		
562010	200	3001	0		
562010	300	3002	0		
562010	400	3003	0		
562010	500	3004	1		
562010	600	3005	141		
562010	700	3006	396		
562010	800	3007	642		
562010	900	3008	862		
562010	1000	3009	1040		
562010	1100	3010	1164		
562010	1200	3011	1225		
562010	1300	3012	1220		
562010	1400	3013	1149		
562010	1500	3014	1016		
562010	1600	3015	830		
562010	1700	3016	606		
562010	1800	3017	357		
562010	1900	3018	105		
562010	2000	3019	0		
562010	2100	3020	0		
562010	2200	3021	0		
562010	2300	3022	0		
562010	240000	3023	0		
572010	100	3024	0		
572010	200	3025	0		
572010	300	3026	0		
572010	400	3027	0		
572010	500	3028	1		
572010	600	3029	146		
572010	700	3030	400		
572010	800	3031	646		
572010	900	3032	865		
572010	1000	3033	1043		
572010	1100	3034	1166		
572010	1200	3035	1227		
572010	1300	3036	1222		
572010	1400	3037	1151		
572010	1500	3038	1018		
572010	1600	3039	833		
572010	1700	3040	608		
572010	1800	3041	360		
572010	1900	3042	108		
572010	2000	3043	0		
572010	2100	3044	0		
572010	2200	3045	0		
572010	2300	3046	0		
572010	240000	3047	0		
582010	100	3048	0		
582010	200	3049	0		
582010	300	3050	0		
582010	400	3051	0		
582010	500	3052	2		
582010	600	3053	150		
582010	700	3054	403		
582010	800	3055	649		
582010	900	3056	868		
582010	1000	3057	1045		
582010	1100	3058	1168		
582010	1200	3059	1229		
582010	1300	3060	1224		
582010	1400	3061	1153		
582010	1500	3062	1020		
582010	1600	3063	835		
582010	1700	3064	611		
582010	1800	3065	363		
582010	1900	3066	112		
582010	2000	3067	0		
582010	2100	3068	0		
582010	2200	3069	0		
582010	2300	3070	0		
582010	240000	3071	0		
592010	100	3072	0		
592010	200	3073	0		
592010	300	3074	0		
592010	400	3075	0		
592010	500	3076	2		
592010	600	3077	154		
592010	700	3078	407		
592010	800	3079	652		
592010	900	3080	871		
592010	1000	3081	1047		
592010	1100	3082	1170		
592010	1200	3083	1231		
592010	1300	3084	1226		
592010	1400	3085	1154		
592010	1500	3086	1022		
592010	1600	3087	838		
592010	1700	3088	614		
592010	1800	3089	367		
592010	1900	3090	115		
592010	2000	3091	0		
592010	2100	3092	0		
592010	2200	3093	0		
592010	2300	3094	0		
592010	240000	3095	0		
5102010	100	3096	0		
5102010	200	3097	0		
5102010	300	3098	0		
5102010	400	3099	0		
5102010	500	3100	3		
5102010	600	3101	158		
5102010	700	3102	411		
5102010	800	3103	655		
5102010	900	3104	873		
5102010	1000	3105	1050		
5102010	1100	3106	1172		
5102010	1200	3107	1233		
5102010	1300	3108	1227		
5102010	1400	3109	1156		
5102010	1500	3110	1024		
5102010	1600	3111	840		
5102010	1700	3112	617		
5102010	1800	3113	370		
5102010	1900	3114	119		
5102010	2000	3115	0		
5102010	2100	3116	0		
5102010	2200	3117	0		
5102010	2300	3118	0		
5102010	240000	3119	0		
5112010	100	3120	0		
5112010	200	3121	0		
5112010	300	3122	0		
5112010	400	3123	0		
5112010	500	3124	3		
5112010	600	3125	161		
5112010	700	3126	414		
5112010	800	3127	658		
5112010	900	3128	876		
5112010	1000	3129	1052		
5112010	1100	3130	1174		
5112010	1200	3131	1235		
5112010	1300	3132	1229		
5112010	1400	3133	1158		
5112010	1500	3134	1026		
5112010	1600	3135	842		
5112010	1700	3136	620		
5112010	1800	3137	373		
5112010	1900	3138	122		
5112010	2000	3139	0		
5112010	2100	3140	0		
5112010	2200	3141	0		
5112010	2300	3142	0		
5112010	240000	3143	0		
5122010	100	3144	0		
5122010	200	3145	0		
5122010	300	3146	0		
5122010	400	3147	0		
5122010	500	3148	4		
5122010	600	3149	165		
5122010	700	3150	417		
5122010	800	3151	661		
5122010	900	3152	878		
5122010	1000	3153	1054		
5122010	1100	3154	1176		
5122010	1200	3155	1236		
5122010	1300	3156	1231		
5122010	1400	3157	1160		
5122010	1500	3158	1028		
5122010	1600	3159	845		
5122010	1700	3160	622		
5122010	1800	3161	376		
5122010	1900	3162	126		
5122010	2000	3163	0		
5122010	2100	3164	0		
5122010	2200	3165	0		
5122010	2300	3166	0		
5122010	240000	3167	0		
5132010	100	3168	0		
5132010	200	3169	0		
5132010	300	3170	0		
5132010	400	3171	0		
5132010	500	3172	5		
5132010	600	3173	169		
5132010	700	3174	420		
5132010	800	3175	664		
5132010	900	3176	880		
5132010	1000	3177	1056		
5132010	1100	3178	1178		
5132010	1200	3179	1238		
5132010	1300	3180	1232		
5132010	1400	3181	1161		
5132010	1500	3182	1030		
5132010	1600	3183	847		
5132010	1700	3184	625		
5132010	1800	3185	379		
5132010	1900	3186	129		
5132010	2000	3187	0		
5132010	2100	3188	0		
5132010	2200	3189	0		
5132010	2300	3190	0		
5132010	240000	3191	0		
5142010	100	3192	0		
5142010	200	3193	0		
5142010	300	3194	0		
5142010	400	3195	0		
5142010	500	3196	6		
5142010	600	3197	172		
5142010	700	3198	423		
5142010	800	3199	666		
5142010	900	3200	882		
5142010	1000	3201	1057		
5142010	1100	3202	1179		
5142010	1200	3203	1239		
5142010	1300	3204	1234		
5142010	1400	3205	1163		
5142010	1500	3206	1032		
5142010	1600	3207	849		
5142010	1700	3208	628		
5142010	1800	3209	383		
5142010	1900	3210	133		
5142010	2000	3211	1		
5142010	2100	3212	0		
5142010	2200	3213	0		
5142010	2300	3214	0		
5142010	240000	3215	0		
5152010	100	3216	0		
5152010	200	3217	0		
5152010	300	3218	0		
5152010	400	3219	0		
5152010	500	3220	6		
5152010	600	3221	175		
5152010	700	3222	426		
5152010	800	3223	669		
5152010	900	3224	884		
5152010	1000	3225	1059		
5152010	1100	3226	1181		
5152010	1200	3227	1241		
5152010	1300	3228	1235		
5152010	1400	3229	1165		
5152010	1500	3230	1034		
5152010	1600	3231	851		
5152010	1700	3232	630		
5152010	1800	3233	386		
5152010	1900	3234	136		
5152010	2000	3235	1		
5152010	2100	3236	0		
5152010	2200	3237	0		
5152010	2300	3238	0		
5152010	240000	3239	0		
5162010	100	3240	0		
5162010	200	3241	0		
5162010	300	3242	0		
5162010	400	3243	0		
5162010	500	3244	7		
5162010	600	3245	179		
5162010	700	3246	429		
5162010	800	3247	671		
5162010	900	3248	886		
5162010	1000	3249	1061		
5162010	1100	3250	1182		
5162010	1200	3251	1242		
5162010	1300	3252	1237		
5162010	1400	3253	1166		
