YYYY-MM-DD	HHMM (LST)	Time	Value		ETR (Whm^2)
752010	1900	4458	220		
752010	2000	4459	23		
752010	2100	4460	0		
752010	2200	4461	0		
752010	2300	4462	0		
752010	240000	4463	0		
762010	100	4464	0		
762010	200	4465	0		
762010	300	4466	0		
762010	400	4467	0		
762010	500	4468	13		
762010	600	4469	193		
762010	700	4470	435		
762010	800	4471	671		
762010	900	4472	884		
762010	1000	4473	1058		
762010	1100	4474	1183		
762010	1200	4475	1250		
762010	1300	4476	1253		
762010	1400	4477	1194		
762010	1500	4478	1075		
762010	1600	4479	905		
762010	1700	4480	696		
762010	1800	4481	462		
762010	1900	4482	220		
762010	2000	4483	23		
762010	2100	4484	0		
762010	2200	4485	0		
762010	2300	4486	0		
762010	240000	4487	0		
772010	100	4488	0		
772010	200	4489	0		
772010	300	4490	0		
772010	400	4491	0		
772010	500	4492	13		
772010	600	4493	191		
772010	700	4494	433		
772010	800	4495	669		
772010	900	4496	882		
772010	1000	4497	1057		
772010	1100	4498	1182		
772010	1200	4499	1249		
772010	1300	4500	1253		
772010	1400	4501	1193		
772010	1500	4502	1075		
772010	1600	4503	905		
772010	1700	4504	696		
772010	1800	4505	461		
772010	1900	4506	219		
772010	2000	4507	22		
772010	2100	4508	0		
772010	2200	4509	0		
772010	2300	4510	0		
772010	240000	4511	0		
782010	100	4512	0		
782010	200	4513	0		
782010	300	4514	0		
782010	400	4515	0		
782010	500	4516	12		
782010	600	4517	189		
782010	700	4518	431		
782010	800	4519	668		
782010	900	4520	881		
782010	1000	4521	1056		
782010	1100	4522	1181		
782010	1200	4523	1248		
782010	1300	4524	1252		
782010	1400	4525	1193		
782010	1500	4526	1074		
782010	1600	4527	904		
782010	1700	4528	695		
782010	1800	4529	461		
782010	1900	4530	218		
782010	2000	4531	22		
782010	2100	4532	0		
782010	2200	4533	0		
782010	2300	4534	0		
782010	240000	4535	0		
792010	100	4536	0		
792010	200	4537	0		
792010	300	4538	0		
792010	400	4539	0		
792010	500	4540	11		
792010	600	4541	187		
792010	700	4542	429		
792010	800	4543	666		
792010	900	4544	879		
792010	1000	4545	1055		
792010	1100	4546	1180		
792010	1200	4547	1247		
792010	1300	4548	1251		
792010	1400	4549	1192		
792010	1500	4550	1073		
792010	1600	4551	904		
792010	1700	4552	694		
792010	1800	4553	460		
792010	1900	4554	217		
792010	2000	4555	21		
792010	2100	4556	0		
792010	2200	4557	0		
792010	2300	4558	0		
792010	240000	4559	0		
7102010	100	4560	0		
7102010	200	4561	0		
7102010	300	4562	0		
7102010	400	4563	0		
7102010	500	4564	10		
7102010	600	4565	184		
7102010	700	4566	427		
7102010	800	4567	664		
7102010	900	4568	877		
7102010	1000	4569	1053		
7102010	1100	4570	1179		
7102010	1200	4571	1246		
7102010	1300	4572	1251		
7102010	1400	4573	1191		
7102010	1500	4574	1073		
7102010	1600	4575	903		
7102010	1700	4576	693		
7102010	1800	4577	459		
7102010	1900	4578	215		
7102010	2000	4579	21		
7102010	2100	4580	0		
7102010	2200	4581	0		
7102010	2300	4582	0		
7102010	240000	4583	0		
7112010	100	4584	0		
7112010	200	4585	0		
7112010	300	4586	0		
7112010	400	4587	0		
7112010	500	4588	10		
7112010	600	4589	182		
7112010	700	4590	425		
7112010	800	4591	662		
7112010	900	4592	876		
7112010	1000	4593	1052		
7112010	1100	4594	1178		
7112010	1200	4595	1245		
7112010	1300	4596	1250		
7112010	1400	4597	1191		
7112010	1500	4598	1072		
7112010	1600	4599	902		
7112010	1700	4600	693		
7112010	1800	4601	458		
7112010	1900	4602	214		
7112010	2000	4603	20		
7112010	2100	4604	0		
7112010	2200	4605	0		
7112010	2300	4606	0		
7112010	240000	4607	0		
7122010	100	4608	0		
7122010	200	4609	0		
7122010	300	4610	0		
7122010	400	4611	0		
7122010	500	4612	9		
7122010	600	4613	179		
7122010	700	4614	423		
7122010	800	4615	660		
7122010	900	4616	874		
7122010	1000	4617	1050		
7122010	1100	4618	1177		
7122010	1200	4619	1244		
7122010	1300	4620	1249		
7122010	1400	4621	1190		
7122010	1500	4622	1071		
7122010	1600	4623	901		
7122010	1700	4624	691		
7122010	1800	4625	456		
7122010	1900	4626	212		
7122010	2000	4627	19		
7122010	2100	4628	0		
7122010	2200	4629	0		
7122010	2300	4630	0		
7122010	240000	4631	0		
7132010	100	4632	0		
7132010	200	4633	0		
7132010	300	4634	0		
7132010	400	4635	0		
7132010	500	4636	8		
7132010	600	4637	177		
7132010	700	4638	420		
7132010	800	4639	658		
7132010	900	4640	872		
7132010	1000	4641	1049		
7132010	1100	4642	1175		
7132010	1200	4643	1243		
7132010	1300	4644	1248		
7132010	1400	4645	1189		
7132010	1500	4646	1070		
7132010	1600	4647	900		
7132010	1700	4648	690		
7132010	1800	4649	455		
7132010	1900	4650	211		
7132010	2000	4651	19		
7132010	2100	4652	0		
7132010	2200	4653	0		
7132010	2300	4654	0		
7132010	240000	4655	0		
7142010	100	4656	0		
7142010	200	4657	0		
7142010	300	4658	0		
7142010	400	4659	0		
7142010	500	4660	7		
7142010	600	4661	174		
7142010	700	4662	418		
7142010	800	4663	656		
7142010	900	4664	871		
7142010	1000	4665	1047		
7142010	1100	4666	1174		
7142010	1200	4667	1242		
7142010	1300	4668	1247		
7142010	1400	4669	1188		
7142010	1500	4670	1070		
7142010	1600	4671	899		
7142010	1700	4672	689		
7142010	1800	4673	453		
7142010	1900	4674	209		
7142010	2000	4675	18		
7142010	2100	4676	0		
7142010	2200	4677	0		
7142010	2300	4678	0		
7142010	240000	4679	0		
7152010	100	4680	0		
7152010	200	4681	0		
7152010	300	4682	0		
7152010	400	4683	0		
7152010	500	4684	7		
7152010	600	4685	172		
7152010	700	4686	416		
7152010	800	4687	654		
7152010	900	4688	869		
7152010	1000	4689	1046		
7152010	1100	4690	1173		
7152010	1200	4691	1241		
7152010	1300	4692	1246		
7152010	1400	4693	1187		
7152010	1500	4694	1069		
7152010	1600	4695	898		
7152010	1700	4696	688		
7152010	1800	4697	452		
7152010	1900	4698	207		
7152010	2000	4699	17		
7152010	2100	4700	0		
7152010	2200	4701	0		
7152010	2300	4702	0		
7152010	240000	4703	0		
7162010	100	4704	0		
7162010	200	4705	0		
7162010	300	4706	0		
7162010	400	4707	0		
7162010	500	4708	6		
7162010	600	4709	169		
7162010	700	4710	413		
7162010	800	4711	652		
7162010	900	4712	867		
7162010	1000	4713	1044		
7162010	1100	4714	1172		
7162010	1200	4715	1240		
7162010	1300	4716	1245		
7162010	1400	4717	1186		
7162010	1500	4718	1067		
7162010	1600	4719	897		
7162010	1700	4720	686		
7162010	1800	4721	450		
7162010	1900	4722	205		
7162010	2000	4723	16		
7162010	2100	4724	0		
7162010	2200	4725	0		
7162010	2300	4726	0		
7162010	240000	4727	0		
7172010	100	4728	0		
7172010	200	4729	0		
7172010	300	4730	0		
7172010	400	4731	0		
7172010	500	4732	6		
7172010	600	4733	166		
7172010	700	4734	411		
7172010	800	4735	649		
7172010	900	4736	865		
7172010	1000	4737	1043		
7172010	1100	4738	1170		
7172010	1200	4739	1239		
7172010	1300	4740	1244		
7172010	1400	4741	1185		
7172010	1500	4742	1066		
7172010	1600	4743	896		
7172010	1700	4744	685		
7172010	1800	4745	448		
7172010	1900	4746	203		
7172010	2000	4747	16		
7172010	2100	4748	0		
7172010	2200	4749	0		
7172010	2300	4750	0		
7172010	240000	4751	0		
7182010	100	4752	0		
7182010	200	4753	0		
7182010	300	4754	0		
7182010	400	4755	0		
7182010	500	4756	5		
7182010	600	4757	163		
7182010	700	4758	408		
7182010	800	4759	647		
7182010	900	4760	863		
7182010	1000	4761	1041		
7182010	1100	4762	1169		
7182010	1200	4763	1238		
7182010	1300	4764	1243		
7182010	1400	4765	1184		
7182010	1500	4766	1065		
7182010	1600	4767	894		
7182010	1700	4768	683		
7182010	1800	4769	447		
7182010	1900	4770	201		
7182010	2000	4771	15		
7182010	2100	4772	0		
7182010	2200	4773	0		
7182010	2300	4774	0		
7182010	240000	4775	0		
7192010	100	4776	0		
7192010	200	4777	0		
7192010	300	4778	0		
7192010	400	4779	0		
7192010	500	4780	4		
7192010	600	4781	161		
7192010	700	4782	405		
7192010	800	4783	645		
7192010	900	4784	861		
7192010	1000	4785	1039		
7192010	1100	4786	1167		
7192010	1200	4787	1236		
7192010	1300	4788	1242		
7192010	1400	4789	1183		
7192010	1500	4790	1064		
7192010	1600	4791	893		
7192010	1700	4792	682		
7192010	1800	4793	444		
7192010	1900	4794	199		
7192010	2000	4795	14		
7192010	2100	4796	0		
7192010	2200	4797	0		
7192010	2300	4798	0		
7192010	240000	4799	0		
7202010	100	4800	0		
7202010	200	4801	0		
7202010	300	4802	0		
7202010	400	4803	0		
7202010	500	4804	4		
7202010	600	4805	158		
7202010	700	4806	403		
7202010	800	4807	643		
7202010	900	4808	859		
7202010	1000	4809	1038		
7202010	1100	4810	1166		
7202010	1200	4811	1235		
7202010	1300	4812	1240		
7202010	1400	4813	1182		
7202010	1500	4814	1062		
7202010	1600	4815	891		
7202010	1700	4816	680		
7202010	1800	4817	442		
7202010	1900	4818	196		
7202010	2000	4819	13		
7202010	2100	4820	0		
7202010	2200	4821	0		
7202010	2300	4822	0		
7202010	240000	4823	0		
7212010	100	4824	0		
7212010	200	4825	0		
7212010	300	4826	0		
7212010	400	4827	0		
7212010	500	4828	3		
7212010	600	4829	155		
7212010	700	4830	400		
7212010	800	4831	640		
7212010	900	4832	857		
7212010	1000	4833	1036		
7212010	1100	4834	1164		
7212010	1200	4835	1234		
7212010	1300	4836	1239		
7212010	1400	4837	1180		
7212010	1500	4838	1061		
7212010	1600	4839	890		
7212010	1700	4840	678		
7212010	1800	4841	440		
7212010	1900	4842	194		
7212010	2000	4843	12		
7212010	2100	4844	0		
7212010	2200	4845	0		
7212010	2300	4846	0		
7212010	240000	4847	0		
7222010	100	4848	0		
7222010	200	4849	0		
7222010	300	4850	0		
7222010	400	4851	0		
7222010	500	4852	3		
7222010	600	4853	152		
7222010	700	4854	397		
7222010	800	4855	638		
7222010	900	4856	855		
7222010	1000	4857	1034		
7222010	1100	4858	1163		
7222010	1200	4859	1232		
7222010	1300	4860	1238		
7222010	1400	4861	1179		
7222010	1500	4862	1059		
7222010	1600	4863	888		
7222010	1700	4864	676		
7222010	1800	4865	438		
7222010	1900	4866	191		
7222010	2000	4867	11		
7222010	2100	4868	0		
7222010	2200	4869	0		
7222010	2300	4870	0		
7222010	240000	4871	0		
7232010	100	4872	0		
7232010	200	4873	0		
7232010	300	4874	0		
7232010	400	4875	0		
7232010	500	4876	2		
7232010	600	4877	149		
7232010	700	4878	395		
7232010	800	4879	635		
7232010	900	4880	853		
7232010	1000	4881	1033		
7232010	1100	4882	1161		
7232010	1200	4883	1231		
7232010	1300	4884	1236		
7232010	1400	4885	1177		
7232010	1500	4886	1058		
7232010	1600	4887	886		
7232010	1700	4888	674		
7232010	1800	4889	435		
7232010	1900	4890	188		
7232010	2000	4891	10		
7232010	2100	4892	0		
7232010	2200	4893	0		
7232010	2300	4894	0		
7232010	240000	4895	0		
7242010	100	4896	0		
7242010	200	4897	0		
7242010	300	4898	0		
7242010	400	4899	0		
7242010	500	4900	2		
7242010	600	4901	146		
7242010	700	4902	392		
7242010	800	4903	633		
7242010	900	4904	851		
7242010	1000	4905	1031		
7242010	1100	4906	1160		
7242010	1200	4907	1230		
7242010	1300	4908	1235		
7242010	1400	4909	1176		
7242010	1500	4910	1056		
7242010	1600	4911	884		
7242010	1700	4912	671		
7242010	1800	4913	433		
7242010	1900	4914	185		
7242010	2000	4915	9		
7242010	2100	4916	0		
7242010	2200	4917	0		
7242010	2300	4918	0		
7242010	240000	4919	0		
7252010	100	4920	0		
7252010	200	4921	0		
7252010	300	4922	0		
7252010	400	4923	0		
7252010	500	4924	2		
7252010	600	4925	143		
7252010	700	4926	389		
7252010	800	4927	631		
7252010	900	4928	849		
7252010	1000	4929	1029		
7252010	1100	4930	1158		
7252010	1200	4931	1228		
7252010	1300	4932	1234		
7252010	1400	4933	1174		
7252010	1500	4934	1054		
7252010	1600	4935	882		
7252010	1700	4936	669		
7252010	1800	4937	430		
7252010	1900	4938	182		
7252010	2000	4939	9		
7252010	2100	4940	0		
7252010	2200	4941	0		
7252010	2300	4942	0		
7252010	240000	4943	0		
7262010	100	4944	0		
7262010	200	4945	0		
7262010	300	4946	0		
7262010	400	4947	0		
7262010	500	4948	1		
7262010	600	4949	139		
7262010	700	4950	386		
7262010	800	4951	628		
7262010	900	4952	847		
7262010	1000	4953	1027		
7262010	1100	4954	1157		
7262010	1200	4955	1226		
7262010	1300	4956	1232		
7262010	1400	4957	1173		
7262010	1500	4958	1053		
7262010	1600	4959	880		
7262010	1700	4960	667		
7262010	1800	4961	427		
7262010	1900	4962	179		
7262010	2000	4963	8		
7262010	2100	4964	0		
7262010	2200	4965	0		
7262010	2300	4966	0		
7262010	240000	4967	0		
7272010	100	4968	0		
7272010	200	4969	0		
7272010	300	4970	0		
7272010	400	4971	0		
7272010	500	4972	1		
7272010	600	4973	136		
7272010	700	4974	383		
7272010	800	4975	626		
7272010	900	4976	845		
7272010	1000	4977	1025		
7272010	1100	4978	1155		
7272010	1200	4979	1225		
7272010	1300	4980	1230		
7272010	1400	4981	1171		
7272010	1500	4982	1051		
7272010	1600	4983	878		
7272010	1700	4984	664		
7272010	1800	4985	424		
7272010	1900	4986	176		
7272010	2000	4987	7		
7272010	2100	4988	0		
7272010	2200	4989	0		
7272010	2300	4990	0		
7272010	240000	4991	0		
7282010	100	4992	0		
7282010	200	4993	0		
7282010	300	4994	0		
7282010	400	4995	0		
7282010	500	4996	1		
7282010	600	4997	133		
7282010	700	4998	380		
7282010	800	4999	623		
7282010	900	5000	842		
7282010	1000	5001	1023		
7282010	1100	5002	1153		
7282010	1200	5003	1223		
7282010	1300	5004	1229		
7282010	1400	5005	1169		
7282010	1500	5006	1049		
7282010	1600	5007	876		
7282010	1700	5008	661		
7282010	1800	5009	421		
7282010	1900	5010	172		
7282010	2000	5011	6		
7282010	2100	5012	0		
7282010	2200	5013	0		
7282010	2300	5014	0		
7282010	240000	5015	0		
7292010	100	5016	0		
7292010	200	5017	0		
7292010	300	5018	0		
7292010	400	5019	0		
7292010	500	5020	0		
7292010	600	5021	130		
7292010	700	5022	378		
7292010	800	5023	621		
7292010	900	5024	840		
7292010	1000	5025	1021		
7292010	1100	5026	1151		
7292010	1200	5027	1222		
7292010	1300	5028	1227		
7292010	1400	5029	1167		
7292010	1500	5030	1047		
7292010	1600	5031	873		
7292010	1700	5032	659		
7292010	1800	5033	418		
7292010	1900	5034	169		
7292010	2000	5035	5		
7292010	2100	5036	0		
7292010	2200	5037	0		
7292010	2300	5038	0		
7292010	240000	5039	0		
7302010	100	5040	0		
7302010	200	5041	0		
7302010	300	5042	0		
7302010	400	5043	0		
7302010	500	5044	0		
7302010	600	5045	127		
7302010	700	5046	375		
7302010	800	5047	618		
7302010	900	5048	838		
7302010	1000	5049	1019		
7302010	1100	5050	1150		
7302010	1200	5051	1220		
7302010	1300	5052	1225		
7302010	1400	5053	1165		
7302010	1500	5054	1044		
7302010	1600	5055	871		
7302010	1700	5056	656		
7302010	1800	5057	415		
7302010	1900	5058	165		
7302010	2000	5059	4		
7302010	2100	5060	0		
7302010	2200	5061	0		
7302010	2300	5062	0		
7302010	240000	5063	0		
7312010	100	5064	0		
7312010	200	5065	0		
7312010	300	5066	0		
7312010	400	5067	0		
7312010	500	5068	0		
7312010	600	5069	123		
7312010	700	5070	372		
7312010	800	5071	615		
7312010	900	5072	836		
7312010	1000	5073	1017		
7312010	1100	5074	1148		
7312010	1200	5075	1218		
7312010	1300	5076	1223		
7312010	1400	5077	1163		
7312010	1500	5078	1042		
7312010	1600	5079	868		
7312010	1700	5080	653		
7312010	1800	5081	411		
7312010	1900	5082	162		
7312010	2000	5083	4		
7312010	2100	5084	0		
7312010	2200	5085	0		
7312010	2300	5086	0		
7312010	240000	5087	0		
812010	100	5088	0		
812010	200	5089	0		
812010	300	5090	0		
812010	400	5091	0		
812010	500	5092	0		
812010	600	5093	120		
812010	700	5094	369		
812010	800	5095	613		
812010	900	5096	833		
812010	1000	5097	1015		
812010	1100	5098	1146		
812010	1200	5099	1216		
812010	1300	5100	1221		
812010	1400	5101	1161		
812010	1500	5102	1040		
812010	1600	5103	865		
812010	1700	5104	650		
812010	1800	5105	408		
812010	1900	5106	158		
812010	2000	5107	3		
812010	2100	5108	0		
812010	2200	5109	0		
812010	2300	5110	0		
812010	240000	5111	0		
822010	100	5112	0		
822010	200	5113	0		
822010	300	5114	0		
822010	400	5115	0		
822010	500	5116	0		
822010	600	5117	117		
822010	700	5118	365		
822010	800	5119	610		
822010	900	5120	831		
822010	1000	5121	1013		
822010	1100	5122	1144		
822010	1200	5123	1214		
822010	1300	5124	1220		
822010	1400	5125	1159		
822010	1500	5126	1038		
822010	1600	5127	863		
822010	1700	5128	647		
822010	1800	5129	404		
822010	1900	5130	154		
822010	2000	5131	2		
822010	2100	5132	0		
822010	2200	5133	0		
822010	2300	5134	0		
822010	240000	5135	0		
832010	100	5136	0		
832010	200	5137	0		
832010	300	5138	0		
832010	400	5139	0		
832010	500	5140	0		
832010	600	5141	113		
832010	700	5142	362		
832010	800	5143	607		
832010	900	5144	829		
832010	1000	5145	1011		
832010	1100	5146	1142		
832010	1200	5147	1212		
832010	1300	5148	1218		
832010	1400	5149	1157		
832010	1500	5150	1035		
832010	1600	5151	860		
832010	1700	5152	643		
832010	1800	5153	401		
832010	1900	5154	150		
832010	2000	5155	2		
832010	2100	5156	0		
832010	2200	5157	0		
832010	2300	5158	0		
832010	240000	5159	0		
842010	100	5160	0		
842010	200	5161	0		
842010	300	5162	0		
842010	400	5163	0		
842010	500	5164	0		
842010	600	5165	110		
842010	700	5166	359		
842010	800	5167	605		
842010	900	5168	826		
842010	1000	5169	1009		
842010	1100	5170	1140		
842010	1200	5171	1210		
842010	1300	5172	1215		
842010	1400	5173	1155		
842010	1500	5174	1032		
842010	1600	5175	857		
842010	1700	5176	640		
842010	1800	5177	397		
842010	1900	5178	146		
842010	2000	5179	1		
842010	2100	5180	0		
842010	2200	5181	0		
842010	2300	5182	0		
842010	240000	5183	0		
852010	100	5184	0		
852010	200	5185	0		
852010	300	5186	0		
852010	400	5187	0		
852010	500	5188	0		
852010	600	5189	107		
852010	700	5190	356		
852010	800	5191	602		
852010	900	5192	824		
852010	1000	5193	1007		
852010	1100	5194	1138		
852010	1200	5195	1208		
852010	1300	5196	1213		
852010	1400	5197	1152		
852010	1500	5198	1030		
852010	1600	5199	854		
852010	1700	5200	636		
852010	1800	5201	393		
852010	1900	5202	141		
852010	2000	5203	1		
852010	2100	5204	0		
852010	2200	5205	0		
852010	2300	5206	0		
852010	240000	5207	0		
862010	100	5208	0		
862010	200	5209	0		
862010	300	5210	0		
862010	400	5211	0		
862010	500	5212	0		
862010	600	5213	103		
862010	700	5214	353		
862010	800	5215	599		
862010	900	5216	821		
862010	1000	5217	1004		
862010	1100	5218	1136		
862010	1200	5219	1206		
862010	1300	5220	1211		
862010	1400	5221	1150		
862010	1500	5222	1027		
862010	1600	5223	851		
862010	1700	5224	633		
862010	1800	5225	389		
862010	1900	5226	137		
862010	2000	5227	1		
862010	2100	5228	0		
862010	2200	5229	0		
862010	2300	5230	0		
862010	240000	5231	0		
872010	100	5232	0		
872010	200	5233	0		
872010	300	5234	0		
872010	400	5235	0		
872010	500	5236	0		
872010	600	5237	100		
872010	700	5238	350		
872010	800	5239	596		
872010	900	5240	819		
872010	1000	5241	1002		
872010	1100	5242	1134		
872010	1200	5243	1204		
872010	1300	5244	1209		
872010	1400	5245	1147		
872010	1500	5246	1024		
872010	1600	5247	847		
872010	1700	5248	629		
872010	1800	5249	385		
872010	1900	5250	132		
872010	2000	5251	0		
872010	2100	5252	0		
872010	2200	5253	0		
872010	2300	5254	0		
872010	240000	5255	0		
882010	100	5256	0		
882010	200	5257	0		
882010	300	5258	0		
882010	400	5259	0		
882010	500	5260	0		
882010	600	5261	97		
882010	700	5262	347		
882010	800	5263	593		
882010	900	5264	816		
882010	1000	5265	1000		
882010	1100	5266	1131		
882010	1200	5267	1202		
882010	1300	5268	1206		
882010	1400	5269	1145		
882010	1500	5270	1021		
882010	1600	5271	844		
882010	1700	5272	625		
882010	1800	5273	380		
882010	1900	5274	128		
882010	2000	5275	0		
882010	2100	5276	0		
882010	2200	5277	0		
882010	2300	5278	0		
882010	240000	5279	0		
892010	100	5280	0		
892010	200	5281	0		
892010	300	5282	0		
892010	400	5283	0		
892010	500	5284	0		
892010	600	5285	94		
892010	700	5286	343		
892010	800	5287	591		
892010	900	5288	814		
892010	1000	5289	998		
892010	1100	5290	1129		
892010	1200	5291	1200		
892010	1300	5292	1204		
892010	1400	5293	1142		
892010	1500	5294	1018		
892010	1600	5295	841		
892010	1700	5296	621		
892010	1800	5297	376		
892010	1900	5298	123		
892010	2000	5299	0		
892010	2100	5300	0		
892010	2200	5301	0		
892010	2300	5302	0		
892010	240000	5303	0		
8102010	100	5304	0		
8102010	200	5305	0		
8102010	300	5306	0		
8102010	400	5307	0		
8102010	500	5308	0		
8102010	600	5309	91		
8102010	700	5310	340		
8102010	800	5311	588		
8102010	900	5312	811		
8102010	1000	5313	995		
8102010	1100	5314	1127		
8102010	1200	5315	1197		
8102010	1300	5316	1202		
8102010	1400	5317	1139		
8102010	1500	5318	1015		
8102010	1600	5319	837		
8102010	1700	5320	617		
8102010	1800	5321	371		
8102010	1900	5322	118		
8102010	2000	5323	0		
8102010	2100	5324	0		
8102010	2200	5325	0		
8102010	2300	5326	0		
8102010	240000	5327	0		
8112010	100	5328	0		
8112010	200	5329	0		
8112010	300	5330	0		
8112010	400	5331	0		
8112010	500	5332	0		
8112010	600	5333	88		
8112010	700	5334	337		
8112010	800	5335	585		
8112010	900	5336	809		
8112010	1000	5337	993		
8112010	1100	5338	1125		
8112010	1200	5339	1195		
8112010	1300	5340	1199		
8112010	1400	5341	1137		
8112010	1500	5342	1012		
8112010	1600	5343	833		
8112010	1700	5344	613		
8112010	1800	5345	367		
8112010	1900	5346	114		
8112010	2000	5347	0		
8112010	2100	5348	0		
8112010	2200	5349	0		
8112010	2300	5350	0		
8112010	240000	5351	0		
8122010	100	5352	0		
8122010	200	5353	0		
8122010	300	5354	0		
8122010	400	5355	0		
8122010	500	5356	0		
8122010	600	5357	85		
8122010	700	5358	334		
8122010	800	5359	582		
8122010	900	5360	806		
8122010	1000	5361	990		
8122010	1100	5362	1122		
8122010	1200	5363	1192		
8122010	1300	5364	1196		
8122010	1400	5365	1134		
8122010	1500	5366	1009		
8122010	1600	5367	830		
8122010	1700	5368	609		
8122010	1800	5369	362		
8122010	1900	5370	109		
8122010	2000	5371	0		
8122010	2100	5372	0		
8122010	2200	5373	0		
8122010	2300	5374	0		
8122010	240000	5375	0		
8132010	100	5376	0		
8132010	200	5377	0		
8132010	300	5378	0		
8132010	400	5379	0		
8132010	500	5380	0		
8132010	600	5381	82		
8132010	700	5382	330		
8132010	800	5383	579		
8132010	900	5384	803		
8132010	1000	5385	988		
8132010	1100	5386	1120		
8132010	1200	5387	1190		
8132010	1300	5388	1194		
8132010	1400	5389	1131		
8132010	1500	5390	1005		
8132010	1600	5391	826		
8132010	1700	5392	605		
8132010	1800	5393	357		
8132010	1900	5394	104		
8132010	2000	5395	0		
8132010	2100	5396	0		
8132010	2200	5397	0		
8132010	2300	5398	0		
8132010	240000	5399	0		
8142010	100	5400	0		
8142010	200	5401	0		
8142010	300	5402	0		
8142010	400	5403	0		
8142010	500	5404	0		
8142010	600	5405	79		
8142010	700	5406	327		
8142010	800	5407	576		
8142010	900	5408	801		
8142010	1000	5409	985		
8142010	1100	5410	1117		
8142010	1200	5411	1187		
8142010	1300	5412	1191		
8142010	1400	5413	1128		
8142010	1500	5414	1002		
8142010	1600	5415	822		
8142010	1700	5416	600		
8142010	1800	5417	352		
8142010	1900	5418	99		
8142010	2000	5419	0		
8142010	2100	5420	0		
8142010	2200	5421	0		
8142010	2300	5422	0		
8142010	240000	5423	0		
8152010	100	5424	0		
8152010	200	5425	0		
8152010	300	5426	0		
8152010	400	5427	0		
8152010	500	5428	0		
8152010	600	5429	76		
8152010	700	5430	323		
8152010	800	5431	573		
8152010	900	5432	798		
8152010	1000	5433	983		
8152010	1100	5434	1115		
8152010	1200	5435	1185		
8152010	1300	5436	1188		
8152010	1400	5437	1124		
8152010	1500	5438	998		
8152010	1600	5439	818		
8152010	1700	5440	596		
8152010	1800	5441	347		
8152010	1900	5442	95		
8152010	2000	5443	0		
8152010	2100	5444	0		
8152010	2200	5445	0		
8152010	2300	5446	0		
8152010	240000	5447	0		
8162010	100	5448	0		
8162010	200	5449	0		
8162010	300	5450	0		
8162010	400	5451	0		
8162010	500	5452	0		
8162010	600	5453	73		
8162010	700	5454	320		
8162010	800	5455	570		
8162010	900	5456	795		
8162010	1000	5457	980		
8162010	1100	5458	1112		
8162010	1200	5459	1182		
8162010	1300	5460	1185		
8162010	1400	5461	1121		
8162010	1500	5462	994		
8162010	1600	5463	814		
8162010	1700	5464	591		
8162010	1800	5465	342		
8162010	1900	5466	90		
8162010	2000	5467	0		
8162010	2100	5468	0		
8162010	2200	5469	0		
8162010	2300	5470	0		
8162010	240000	5471	0		
8172010	100	5472	0		
8172010	200	5473	0		
8172010	300	5474	0		
8172010	400	5475	0		
8172010	500	5476	0		
8172010	600	5477	70		
8172010	700	5478	317		
8172010	800	5479	567		
8172010	900	5480	792		
8172010	1000	5481	978		
8172010	1100	5482	1110		
8172010	1200	5483	1179		
8172010	1300	5484	1182		
8172010	1400	5485	1118		
8172010	1500	5486	991		
8172010	1600	5487	809		
8172010	1700	5488	586		
8172010	1800	5489	337		
8172010	1900	5490	86		
8172010	2000	5491	0		
8172010	2100	5492	0		
8172010	2200	5493	0		
8172010	2300	5494	0		
8172010	240000	5495	0		
8182010	100	5496	0		
8182010	200	5497	0		
8182010	300	5498	0		
8182010	400	5499	0		
8182010	500	5500	0		
8182010	600	5501	67		
8182010	700	5502	313		
8182010	800	5503	564		
8182010	900	5504	790		
8182010	1000	5505	975		
8182010	1100	5506	1107		
8182010	1200	5507	1177		
8182010	1300	5508	1179		
8182010	1400	5509	1114		
8182010	1500	5510	987		
8182010	1600	5511	805		
8182010	1700	5512	581		
8182010	1800	5513	332		
8182010	1900	5514	81		
8182010	2000	5515	0		
8182010	2100	5516	0		
8182010	2200	5517	0		
8182010	2300	5518	0		
8182010	240000	5519	0		
8192010	100	5520	0		
8192010	200	5521	0		
8192010	300	5522	0		
8192010	400	5523	0		
8192010	500	5524	0		
8192010	600	5525	65		
8192010	700	5526	310		
8192010	800	5527	561		
8192010	900	5528	787		
8192010	1000	5529	972		
8192010	1100	5530	1104		
8192010	1200	5531	1174		
8192010	1300	5532	1176		
8192010	1400	5533	1111		
8192010	1500	5534	983		
8192010	1600	5535	801		
8192010	1700	5536	577		
8192010	1800	5537	326		
8192010	1900	5538	76		
8192010	2000	5539	0		
8192010	2100	5540	0		
8192010	2200	5541	0		
8192010	2300	5542	0		
8192010	240000	5543	0		
8202010	100	5544	0		
8202010	200	5545	0		
8202010	300	5546	0		
8202010	400	5547	0		
8202010	500	5548	0		
8202010	600	5549	62		
8202010	700	5550	306		
8202010	800	5551	558		
8202010	900	5552	784		
8202010	1000	5553	969		
8202010	1100	5554	1101		
8202010	1200	5555	1171		
8202010	1300	5556	1173		
8202010	1400	5557	1107		
8202010	1500	5558	979		
8202010	1600	5559	796		
8202010	1700	5560	571		
8202010	1800	5561	321		
8202010	1900	5562	72		
8202010	2000	5563	0		
8202010	2100	5564	0		
8202010	2200	5565	0		
8202010	2300	5566	0		
8202010	240000	5567	0		
